ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,surge_multiplier,final_fare,ride_completed,wait_time_mins,customer_segment
IND_0555,Bangalore,16,7,Hot,Diwali,8.6,25.95,1.9800000000000002,51.38,True,17,Regular
IND_0556,Mumbai,3,5,Dusty,Eid,24.0,27.95,1.8,50.31,True,10,Budget
IND_0557,Pune,14,7,Dusty,Regular,7.6,21.77,1.0,21.77,True,10,Premium
IND_0558,Mumbai,21,1,Clear,Diwali,11.5,30.76,3.5,107.66,False,17,Budget
IND_0559,Mumbai,19,1,Clear,Regular,17.1,40.06,2.0,80.12,True,17,Budget
IND_0560,Bangalore,12,6,Dusty,Regular,20.5,13.7,1.0,13.7,True,7,Budget
IND_0561,Delhi,20,4,Heavy_Rain,Regular,11.8,32.78,2.25,73.75,False,23,Budget
IND_0562,Pune,10,1,Heavy_Rain,Regular,8.1,17.37,1.7999999999999998,31.27,True,15,Budget
IND_0563,Delhi,4,5,Hot,Holi,16.1,14.44,1.9800000000000002,28.59,True,10,Budget
IND_0564,Chennai,14,1,Hot,Holi,17.0,8.01,2.3400000000000003,18.74,True,12,Regular
IND_0565,Pune,18,1,Humid,Regular,23.6,18.32,1.5,27.48,True,15,Regular
IND_0566,Delhi,17,2,Clear,Regular,23.9,30.81,1.1,33.89,True,10,Premium
IND_0567,Chennai,12,1,Dusty,Regular,4.1,17.09,1.0,17.09,True,9,Regular
IND_0568,Hyderabad,5,5,Clear,Regular,17.2,13.08,1.1,14.39,True,10,Budget
IND_0569,Delhi,20,4,Dusty,Holi,5.2,16.44,3.5,57.54,True,19,Budget
IND_0570,Chennai,15,5,Hot,Diwali,2.9,8.95,2.3400000000000003,20.94,True,12,Regular
IND_0571,Ahmedabad,21,7,Humid,Holi,19.0,10.03,2.16,21.66,False,11,Regular
IND_0572,Ahmedabad,19,1,Light_Rain,Regular,16.9,7.19,2.4,17.26,False,15,Regular
IND_0573,Ahmedabad,19,2,Humid,Diwali,20.8,8.38,2.7,22.63,False,19,Budget
IND_0574,Kolkata,23,6,Hot,Eid,4.8,17.26,3.5,60.41,False,22,Regular
IND_0575,Mumbai,18,2,Heavy_Rain,Diwali,4.8,19.24,3.5,67.34,False,25,Budget
IND_0576,Mumbai,4,1,Dusty,Regular,10.7,19.73,1.1,21.7,True,5,Premium
IND_0577,Chennai,13,6,Hot,Regular,4.9,10.43,1.3,13.56,True,9,Premium
IND_0578,Mumbai,19,2,Dusty,Regular,16.1,17.64,1.5,26.46,True,9,Budget
IND_0579,Delhi,16,1,Humid,Eid,21.8,34.7,1.8,62.46,False,13,Budget
IND_0580,Delhi,4,6,Hot,Regular,6.1,27.41,1.0,27.41,True,8,Budget
IND_0581,Chennai,10,5,Hot,Diwali,4.4,8.89,2.7,24.0,False,18,Budget
IND_0582,Hyderabad,23,4,Humid,Regular,9.5,11.38,2.5,28.45,False,13,Budget
IND_0583,Hyderabad,23,4,Light_Rain,Regular,22.5,9.25,3.0,27.75,False,20,Budget
IND_0584,Ahmedabad,5,4,Heavy_Rain,Holi,12.5,9.52,2.7,25.7,True,18,Budget
IND_0585,Mumbai,8,2,Clear,Regular,12.7,27.55,1.2,33.06,True,10,Budget
IND_0586,Bangalore,18,5,Light_Rain,Diwali,11.5,20.44,2.592,52.98,True,20,Budget
IND_0587,Hyderabad,7,3,Hot,Regular,7.1,23.77,1.0,23.77,True,12,Budget
IND_0588,Mumbai,1,4,Dusty,Regular,13.6,27.77,2.0,55.54,True,15,Regular
IND_0589,Ahmedabad,15,2,Clear,Regular,19.3,16.01,1.1,17.61,True,6,Budget
IND_0590,Delhi,0,4,Dusty,Eid,5.7,22.56,3.5,78.96,True,15,Budget
IND_0591,Pune,5,7,Heavy_Rain,Regular,12.7,21.03,1.5,31.55,True,18,Regular
IND_0592,Chennai,13,7,Heavy_Rain,Regular,23.8,17.22,1.5,25.83,True,13,Premium
IND_0593,Mumbai,16,6,Heavy_Rain,Diwali,4.6,25.97,2.7,70.12,True,18,Regular
IND_0594,Delhi,17,6,Light_Rain,Holi,24.6,17.49,2.16,37.78,True,16,Regular
IND_0595,Hyderabad,23,7,Light_Rain,Eid,10.1,12.55,3.5,43.93,True,15,Budget
IND_0596,Delhi,15,6,Humid,Regular,21.0,32.69,1.1,35.96,True,12,Premium
IND_0597,Delhi,6,4,Clear,Diwali,11.0,16.11,1.8,29.0,True,10,Regular
IND_0598,Ahmedabad,4,7,Light_Rain,Regular,23.9,7.29,1.32,9.62,True,11,Budget
IND_0599,Kolkata,13,4,Dusty,Regular,2.5,9.84,1.0,9.84,True,7,Premium
IND_0600,Pune,18,3,Dusty,Regular,20.1,18.24,2.0,36.48,True,18,Budget
IND_0601,Bangalore,9,2,Heavy_Rain,Holi,13.1,29.41,2.7,79.41,False,21,Premium
IND_0602,Bangalore,22,5,Heavy_Rain,Holi,24.4,26.79,3.5,93.77,False,26,Budget
IND_0603,Kolkata,18,2,Hot,Eid,10.5,10.08,3.5,35.28,False,20,Budget
IND_0604,Bangalore,17,3,Clear,Diwali,11.3,19.99,1.8,35.98,True,16,Budget
IND_0605,Kolkata,20,6,Heavy_Rain,Regular,22.6,21.54,3.0,64.62,True,26,Regular
IND_0606,Ahmedabad,10,6,Clear,Regular,13.0,7.52,1.5,11.28,True,9,Budget
IND_0607,Hyderabad,14,3,Clear,Eid,3.3,18.9,1.8,34.02,False,14,Budget
IND_0608,Ahmedabad,21,6,Clear,Regular,11.1,13.38,2.0,26.76,True,17,Premium
IND_0609,Bangalore,22,7,Hot,Eid,10.9,10.24,3.5,35.84,True,23,Premium
IND_0610,Ahmedabad,23,4,Hot,Eid,5.8,16.46,3.5,57.61,True,18,Regular
IND_0611,Delhi,4,2,Heavy_Rain,Regular,24.7,24.08,1.5,36.12,False,20,Regular
IND_0612,Delhi,0,4,Dusty,Eid,11.5,24.78,3.5,86.73,True,22,Budget
IND_0613,Chennai,17,4,Clear,Regular,21.0,22.19,1.0,22.19,True,11,Budget
IND_0614,Mumbai,4,3,Heavy_Rain,Regular,21.2,29.18,1.5,43.77,True,16,Regular
IND_0615,Hyderabad,0,1,Heavy_Rain,Regular,24.9,9.13,3.5,31.96,False,24,Budget
IND_0616,Ahmedabad,22,7,Clear,Eid,13.8,14.48,3.5,50.68,False,15,Budget
IND_0617,Bangalore,11,2,Clear,Eid,10.3,22.72,1.8,40.9,False,11,Regular
IND_0618,Delhi,16,2,Dusty,Holi,19.6,25.77,1.8,46.39,True,15,Regular
IND_0619,Chennai,8,6,Dusty,Regular,10.3,17.09,1.2,20.51,True,8,Regular
IND_0620,Kolkata,15,4,Heavy_Rain,Holi,4.4,9.32,2.7,25.16,True,23,Regular
IND_0621,Delhi,13,4,Clear,Diwali,20.8,33.24,1.9800000000000002,65.82,True,14,Budget
IND_0622,Kolkata,5,6,Heavy_Rain,Diwali,19.1,8.78,2.7,23.71,False,18,Budget
IND_0623,Bangalore,2,4,Dusty,Regular,20.0,11.55,1.1,12.71,True,6,Budget
IND_0624,Mumbai,15,1,Heavy_Rain,Diwali,3.5,35.03,2.7,94.58,True,24,Budget
IND_0625,Bangalore,21,3,Clear,Diwali,5.3,24.92,2.7,67.28,True,15,Budget
IND_0626,Hyderabad,16,5,Clear,Diwali,20.9,20.98,1.8,37.76,True,16,Budget
IND_0627,Mumbai,23,1,Light_Rain,Regular,21.6,29.24,3.0,87.72,False,17,Premium
IND_0628,Kolkata,12,4,Light_Rain,Regular,7.2,8.69,1.2,10.43,True,7,Budget
IND_0629,Kolkata,22,3,Humid,Regular,2.9,11.92,1.5,17.88,True,11,Regular
IND_0630,Ahmedabad,7,5,Hot,Eid,24.7,12.56,1.8,22.61,True,15,Premium
IND_0631,Mumbai,21,4,Dusty,Diwali,11.1,30.68,3.5,107.38,False,16,Budget
IND_0632,Delhi,23,2,Clear,Eid,24.4,19.79,3.5,69.27,True,18,Budget
IND_0633,Ahmedabad,8,7,Dusty,Regular,15.4,10.55,1.5,15.83,True,12,Regular
IND_0634,Pune,15,5,Heavy_Rain,Holi,19.7,11.05,2.7,29.84,True,19,Premium
IND_0635,Mumbai,2,4,Dusty,Diwali,24.4,26.48,1.8,47.66,False,13,Budget
IND_0636,Ahmedabad,14,2,Heavy_Rain,Regular,13.5,13.56,1.5,20.34,True,16,Budget
IND_0637,Mumbai,13,1,Hot,Regular,9.2,26.29,1.4300000000000002,37.59,False,8,Regular
IND_0638,Chennai,22,2,Hot,Regular,5.1,20.17,2.0,40.34,True,14,Budget
IND_0639,Ahmedabad,15,5,Light_Rain,Regular,3.3,10.42,1.32,13.75,True,9,Premium
IND_0640,Mumbai,18,1,Light_Rain,Regular,10.4,39.29,2.4,94.3,False,20,Budget
IND_0641,Kolkata,11,4,Heavy_Rain,Diwali,17.2,10.71,2.7,28.92,True,24,Budget
IND_0642,Kolkata,5,1,Humid,Eid,2.9,16.87,1.9800000000000002,33.4,True,16,Budget
IND_0643,Mumbai,10,4,Humid,Regular,9.4,17.93,1.2,21.52,True,11,Budget
IND_0644,Kolkata,5,5,Heavy_Rain,Eid,24.3,10.03,2.7,27.08,False,21,Budget
IND_0645,Pune,7,5,Dusty,Diwali,18.5,19.99,1.8,35.98,True,13,Regular
IND_0646,Pune,6,3,Clear,Regular,20.9,18.59,1.0,18.59,True,9,Budget
IND_0647,Pune,8,5,Humid,Regular,17.4,19.4,1.0,19.4,True,11,Budget
IND_0648,Ahmedabad,6,6,Dusty,Regular,8.2,15.29,1.1,16.82,True,11,Budget
IND_0649,Hyderabad,11,4,Light_Rain,Holi,5.5,19.65,2.16,42.44,True,13,Premium
IND_0650,Hyderabad,13,3,Heavy_Rain,Regular,5.7,19.68,1.5,29.52,True,13,Budget
IND_0651,Hyderabad,9,4,Hot,Regular,24.8,15.17,1.0,15.17,True,9,Budget
IND_0652,Chennai,21,5,Light_Rain,Regular,21.6,24.38,1.7999999999999998,43.88,True,9,Premium
IND_0653,Chennai,2,4,Heavy_Rain,Regular,17.1,9.54,1.5,14.31,True,17,Regular
IND_0654,Delhi,16,6,Humid,Regular,23.4,17.79,1.0,17.79,True,6,Regular
IND_0655,Kolkata,18,6,Hot,Regular,19.2,10.54,1.5,15.81,True,10,Budget
IND_0656,Chennai,14,4,Heavy_Rain,Regular,15.6,16.34,1.5,24.51,True,13,Regular
IND_0657,Ahmedabad,21,2,Heavy_Rain,Regular,23.6,11.72,3.0,35.16,False,20,Regular
IND_0658,Mumbai,23,6,Clear,Regular,23.1,35.15,2.0,70.3,True,11,Premium
IND_0659,Delhi,17,7,Light_Rain,Regular,12.2,12.18,1.32,16.08,True,14,Budget
IND_0660,Hyderabad,9,2,Light_Rain,Regular,16.5,22.95,1.7999999999999998,41.31,True,10,Premium
IND_0661,Ahmedabad,15,6,Hot,Regular,9.7,12.49,1.3,16.24,True,12,Regular
IND_0662,Kolkata,13,5,Dusty,Regular,14.6,11.9,1.0,11.9,True,10,Budget
IND_0663,Ahmedabad,20,2,Clear,Regular,6.6,10.97,2.0,21.94,False,12,Regular
IND_0664,Bangalore,19,6,Hot,Regular,23.6,19.03,2.0,38.06,False,12,Regular
IND_0665,Kolkata,9,2,Clear,Regular,10.5,12.9,1.2,15.48,True,15,Budget
IND_0666,Mumbai,17,6,Humid,Regular,7.3,17.67,1.1,19.44,True,11,Budget
IND_0667,Pune,19,4,Humid,Eid,5.4,27.2,2.16,58.75,True,13,Regular
IND_0668,Pune,14,7,Dusty,Regular,4.7,22.56,1.0,22.56,True,12,Budget
IND_0669,Ahmedabad,12,2,Hot,Regular,6.8,9.8,1.3,12.74,True,8,Budget
IND_0670,Bangalore,0,3,Heavy_Rain,Holi,16.2,28.15,3.5,98.52,True,25,Budget
IND_0671,Kolkata,22,4,Dusty,Holi,18.4,17.63,3.5,61.7,True,16,Regular
IND_0672,Mumbai,10,2,Hot,Eid,24.9,43.18,2.7,116.59,True,18,Budget
IND_0673,Pune,9,4,Dusty,Eid,5.0,25.95,1.8,46.71,True,12,Regular
IND_0674,Kolkata,14,2,Clear,Eid,18.3,13.49,1.8,24.28,True,9,Budget
IND_0675,Chennai,23,3,Hot,Eid,22.8,12.47,3.5,43.65,True,18,Budget
IND_0676,Ahmedabad,4,5,Dusty,Regular,20.4,7.69,1.0,7.69,True,6,Budget
IND_0677,Bangalore,22,4,Hot,Diwali,24.9,28.54,2.7,77.06,True,20,Regular
IND_0678,Ahmedabad,15,1,Dusty,Regular,5.4,11.54,1.0,11.54,True,6,Budget
IND_0679,Chennai,18,6,Humid,Holi,15.4,24.52,3.5,85.82,True,18,Premium
IND_0680,Ahmedabad,21,1,Heavy_Rain,Diwali,8.5,19.76,3.2399999999999998,64.02,True,24,Premium
IND_0681,Bangalore,0,1,Hot,Regular,18.3,19.6,2.5,49.0,True,16,Budget
IND_0682,Ahmedabad,10,6,Dusty,Regular,15.1,9.75,1.0,9.75,True,7,Regular
IND_0683,Delhi,17,5,Hot,Diwali,11.2,16.09,1.9800000000000002,31.86,False,16,Budget
IND_0684,Chennai,20,7,Dusty,Holi,4.8,16.34,2.7,44.12,True,21,Premium
IND_0685,Kolkata,21,1,Heavy_Rain,Regular,6.6,13.68,2.25,30.78,True,20,Budget
IND_0686,Kolkata,19,2,Hot,Regular,11.8,7.61,1.5,11.42,True,14,Regular
IND_0687,Bangalore,15,5,Dusty,Regular,14.1,15.81,1.1,17.39,True,12,Budget
IND_0688,Bangalore,21,3,Light_Rain,Regular,11.8,21.37,2.4,51.29,False,11,Budget
IND_0689,Delhi,14,6,Dusty,Regular,20.7,20.18,1.0,20.18,True,5,Regular
IND_0690,Ahmedabad,5,7,Light_Rain,Regular,11.0,8.08,1.2,9.7,True,12,Regular
IND_0691,Ahmedabad,19,7,Heavy_Rain,Eid,24.2,18.33,3.2399999999999998,59.39,False,22,Premium
IND_0692,Delhi,13,5,Clear,Diwali,11.1,12.31,1.9800000000000002,24.37,True,12,Regular
IND_0693,Ahmedabad,9,5,Humid,Eid,17.9,19.52,2.7,52.7,False,16,Budget
IND_0694,Delhi,0,6,Light_Rain,Regular,2.6,23.07,1.7999999999999998,41.53,True,12,Regular
IND_0695,Hyderabad,2,3,Hot,Holi,12.9,8.37,1.8,15.07,True,14,Budget
IND_0696,Mumbai,14,5,Light_Rain,Holi,8.8,39.88,2.3760000000000003,94.75,False,11,Regular
IND_0697,Pune,13,7,Hot,Regular,15.3,22.89,1.3,29.76,False,9,Regular
IND_0698,Ahmedabad,7,6,Clear,Regular,2.4,14.49,1.0,14.49,True,10,Premium
IND_0699,Kolkata,14,6,Hot,Diwali,5.7,17.89,2.5740000000000003,46.05,True,13,Budget
IND_0700,Kolkata,19,7,Dusty,Regular,12.8,20.25,2.0,40.5,True,19,Regular
IND_0701,Kolkata,15,7,Light_Rain,Regular,6.8,17.36,1.2,20.83,True,7,Budget
IND_0702,Ahmedabad,3,7,Hot,Regular,9.0,9.72,1.0,9.72,True,8,Budget
IND_0703,Bangalore,5,7,Humid,Diwali,20.6,16.75,1.8,30.15,False,9,Budget
IND_0704,Kolkata,11,7,Clear,Regular,22.2,11.01,1.0,11.01,True,12,Regular
IND_0705,Delhi,22,1,Hot,Regular,12.5,31.36,1.5,47.04,True,13,Regular
IND_0706,Delhi,17,1,Humid,Diwali,5.8,14.72,1.8,26.5,True,9,Budget
IND_0707,Ahmedabad,23,7,Clear,Holi,16.9,11.35,2.7,30.64,False,13,Premium
IND_0708,Mumbai,7,7,Hot,Eid,8.6,20.14,1.8,36.25,True,14,Budget
IND_0709,Bangalore,16,4,Light_Rain,Holi,20.4,18.27,2.3760000000000003,43.41,True,18,Regular
IND_0710,Kolkata,0,4,Light_Rain,Regular,2.2,19.09,1.7999999999999998,34.36,False,11,Premium
IND_0711,Mumbai,12,7,Clear,Regular,23.2,19.53,1.0,19.53,True,13,Regular
IND_0712,Chennai,13,4,Dusty,Regular,14.7,13.17,1.0,13.17,True,5,Budget
IND_0713,Bangalore,22,4,Hot,Regular,6.7,20.89,2.5,52.23,True,17,Premium
IND_0714,Pune,6,3,Clear,Diwali,14.4,16.41,1.8,29.54,True,13,Budget
IND_0715,Chennai,16,3,Dusty,Holi,2.5,23.14,1.8,41.65,True,14,Regular
IND_0716,Delhi,23,1,Heavy_Rain,Eid,16.4,20.15,3.5,70.52,True,28,Budget
IND_0717,Mumbai,14,3,Light_Rain,Regular,19.2,32.45,1.2,38.94,True,8,Regular
IND_0718,Bangalore,22,4,Humid,Regular,7.7,16.56,2.5,41.4,False,17,Budget
IND_0719,Pune,13,1,Clear,Diwali,11.8,11.47,1.8,20.65,True,11,Regular
IND_0720,Pune,8,5,Hot,Regular,11.7,17.36,1.2,20.83,True,11,Budget
IND_0721,Bangalore,15,6,Hot,Holi,24.3,20.26,2.3400000000000003,47.41,False,14,Budget
IND_0722,Kolkata,3,5,Hot,Diwali,4.8,15.58,1.8,28.04,True,9,Budget
IND_0723,Chennai,15,1,Light_Rain,Holi,20.0,15.17,2.16,32.77,True,11,Regular
IND_0724,Ahmedabad,0,1,Humid,Eid,3.6,7.58,3.5,26.53,True,20,Premium
IND_0725,Ahmedabad,23,7,Humid,Holi,19.5,13.56,3.5,47.46,True,20,Budget
IND_0726,Delhi,19,6,Humid,Regular,10.9,32.71,1.5,49.06,True,17,Premium
IND_0727,Delhi,5,6,Clear,Regular,16.5,29.75,1.0,29.75,True,6,Regular
IND_0728,Hyderabad,19,5,Humid,Regular,3.2,17.69,1.2,21.23,True,12,Budget
IND_0729,Bangalore,0,3,Light_Rain,Holi,21.1,26.78,3.5,93.73,True,21,Regular
IND_0730,Pune,18,1,Hot,Regular,23.5,15.46,1.2,18.55,True,15,Budget
IND_0731,Chennai,2,1,Clear,Regular,5.9,10.45,1.0,10.45,True,6,Premium
IND_0732,Mumbai,19,3,Light_Rain,Diwali,18.4,23.94,2.592,62.05,True,17,Budget
IND_0733,Delhi,1,2,Light_Rain,Regular,15.7,17.44,3.0,52.32,False,16,Budget
IND_0734,Ahmedabad,17,4,Clear,Regular,2.7,15.24,1.0,15.24,True,13,Regular
IND_0735,Hyderabad,17,6,Light_Rain,Eid,15.1,15.58,2.16,33.65,True,11,Regular
IND_0736,Bangalore,7,5,Hot,Regular,12.4,10.02,1.1,11.02,True,10,Regular
IND_0737,Bangalore,0,1,Hot,Eid,15.8,26.79,3.5,93.77,True,22,Budget
IND_0738,Chennai,1,2,Dusty,Regular,15.0,13.11,2.0,26.22,True,16,Regular
IND_0739,Chennai,13,2,Humid,Regular,24.0,13.41,1.0,13.41,True,13,Regular
IND_0740,Chennai,7,6,Heavy_Rain,Eid,6.8,24.3,2.7,65.61,False,22,Regular
IND_0741,Mumbai,19,4,Clear,Diwali,17.5,27.39,3.5,95.87,True,23,Regular
IND_0742,Delhi,17,1,Dusty,Regular,17.5,20.12,1.1,22.13,True,8,Budget
IND_0743,Mumbai,3,4,Heavy_Rain,Holi,12.2,21.65,2.7,58.45,True,22,Regular
IND_0744,Hyderabad,2,7,Humid,Regular,9.0,20.2,1.0,20.2,True,13,Budget
IND_0745,Ahmedabad,22,6,Humid,Holi,2.2,19.8,3.5,69.3,True,22,Regular
IND_0746,Ahmedabad,5,5,Light_Rain,Regular,19.0,15.74,1.2,18.89,True,7,Budget
IND_0747,Chennai,18,7,Light_Rain,Regular,18.8,12.66,2.4,30.38,False,20,Regular
IND_0748,Chennai,21,5,Hot,Diwali,23.6,18.9,3.5,66.15,False,23,Budget
IND_0749,Chennai,3,6,Humid,Regular,13.4,16.79,1.0,16.79,True,7,Budget
IND_0750,Pune,17,4,Heavy_Rain,Diwali,11.0,15.36,2.7,41.47,True,19,Regular
IND_0751,Delhi,7,2,Light_Rain,Eid,9.1,26.4,2.16,57.02,False,13,Budget
IND_0752,Kolkata,8,2,Clear,Regular,7.5,12.11,1.0,12.11,True,11,Budget
IND_0753,Delhi,19,5,Hot,Regular,4.2,22.27,1.2,26.72,True,8,Budget
IND_0754,Kolkata,22,1,Light_Rain,Diwali,23.1,13.63,3.5,47.71,False,18,Budget
IND_0755,Mumbai,9,7,Hot,Regular,4.2,37.56,1.0,37.56,True,13,Regular
IND_0756,Ahmedabad,12,4,Hot,Regular,16.2,11.42,1.3,14.85,True,9,Budget
IND_0757,Delhi,0,5,Dusty,Diwali,15.6,31.34,3.5,109.69,False,19,Budget
IND_0758,Ahmedabad,5,2,Light_Rain,Regular,3.0,8.66,1.32,11.43,True,11,Budget
IND_0759,Bangalore,4,4,Heavy_Rain,Regular,9.9,17.38,1.5,26.07,True,17,Budget
IND_0760,Hyderabad,16,7,Humid,Regular,3.3,13.84,1.0,13.84,True,7,Budget
IND_0761,Hyderabad,21,4,Dusty,Regular,24.6,18.2,1.5,27.3,True,12,Budget
IND_0762,Chennai,13,3,Light_Rain,Diwali,12.4,21.42,2.16,46.27,True,17,Regular
IND_0763,Hyderabad,14,5,Light_Rain,Holi,13.1,21.06,2.16,45.49,True,13,Budget
IND_0764,Mumbai,11,1,Clear,Eid,2.7,18.46,1.8,33.23,True,13,Premium
IND_0765,Mumbai,6,2,Heavy_Rain,Holi,7.0,22.86,2.7,61.72,False,21,Budget
IND_0766,Chennai,3,1,Dusty,Holi,10.7,21.39,1.8,38.5,True,10,Budget
IND_0767,Kolkata,21,2,Humid,Regular,24.9,20.22,2.0,40.44,False,10,Premium
IND_0768,Hyderabad,17,4,Dusty,Eid,9.3,15.3,1.8,27.54,True,14,Regular
IND_0769,Chennai,4,3,Light_Rain,Diwali,16.5,12.76,2.16,27.56,True,17,Premium
IND_0770,Delhi,15,7,Dusty,Regular,3.5,23.7,1.0,23.7,True,9,Budget
IND_0771,Kolkata,16,6,Hot,Regular,24.0,14.11,1.1,15.52,True,12,Regular
IND_0772,Hyderabad,7,2,Hot,Regular,7.4,11.72,1.1,12.89,True,10,Premium
IND_0773,Delhi,4,7,Clear,Eid,12.2,20.09,1.8,36.16,True,13,Budget
IND_0774,Pune,11,7,Hot,Eid,8.3,9.47,1.9800000000000002,18.75,False,14,Budget
IND_0775,Delhi,8,2,Clear,Diwali,3.6,12.88,1.8,23.18,True,16,Budget
IND_0776,Chennai,6,6,Humid,Holi,25.0,20.79,1.8,37.42,False,11,Regular
IND_0777,Pune,12,7,Humid,Regular,17.1,17.97,1.0,17.97,True,7,Regular
IND_0778,Hyderabad,15,2,Humid,Regular,20.1,20.88,1.1,22.97,True,6,Regular
IND_0779,Pune,22,4,Light_Rain,Regular,12.3,19.61,2.4,47.06,False,18,Budget
IND_0780,Ahmedabad,21,7,Heavy_Rain,Eid,7.2,12.53,3.5,43.85,True,26,Budget
IND_0781,Mumbai,4,2,Heavy_Rain,Regular,16.5,33.09,1.6500000000000001,54.6,True,14,Budget
IND_0782,Hyderabad,15,1,Heavy_Rain,Regular,24.1,18.86,1.5,28.29,False,13,Regular
IND_0783,Mumbai,22,5,Hot,Diwali,6.3,17.08,3.5,59.78,False,17,Regular
IND_0784,Delhi,14,1,Heavy_Rain,Regular,2.3,19.52,1.6500000000000001,32.21,True,21,Budget
IND_0785,Delhi,12,7,Light_Rain,Holi,22.0,19.12,2.3760000000000003,45.43,False,15,Budget
IND_0786,Ahmedabad,8,2,Clear,Holi,12.3,17.72,2.7,47.84,True,18,Premium
IND_0787,Ahmedabad,14,5,Clear,Regular,4.1,15.4,1.1,16.94,True,12,Regular
IND_0788,Pune,19,7,Light_Rain,Regular,7.7,26.1,2.4,62.64,True,16,Regular
IND_0789,Delhi,12,6,Clear,Holi,22.4,15.63,1.8,28.13,True,9,Regular
IND_0790,Hyderabad,15,4,Humid,Diwali,24.9,9.3,1.8,16.74,False,14,Budget
IND_0791,Hyderabad,16,1,Hot,Diwali,3.7,19.81,1.9800000000000002,39.22,True,15,Premium
IND_0792,Mumbai,8,1,Dusty,Holi,9.5,37.46,2.16,80.91,True,12,Regular
IND_0793,Ahmedabad,4,4,Heavy_Rain,Regular,5.7,17.9,1.5,26.85,True,13,Regular
IND_0794,Bangalore,2,6,Clear,Regular,8.3,18.81,1.0,18.81,True,5,Regular
IND_0795,Hyderabad,14,6,Clear,Regular,16.6,16.89,1.0,16.89,True,7,Budget
IND_0796,Mumbai,1,7,Hot,Regular,6.6,22.49,1.5,33.73,True,7,Budget
IND_0797,Mumbai,10,7,Light_Rain,Regular,17.4,21.62,1.2,25.94,True,12,Budget
IND_0798,Bangalore,1,4,Humid,Diwali,20.8,16.45,3.5,57.57,False,17,Regular
IND_0799,Pune,3,2,Light_Rain,Diwali,10.2,12.3,2.3760000000000003,29.22,False,11,Budget
IND_0800,Chennai,20,5,Heavy_Rain,Diwali,3.5,11.72,3.5,41.02,True,26,Premium
IND_0801,Bangalore,8,1,Humid,Eid,24.6,23.93,2.7,64.61,False,20,Budget
IND_0802,Kolkata,21,4,Clear,Eid,2.4,20.68,2.7,55.84,True,17,Budget
IND_0803,Mumbai,7,1,Humid,Regular,22.6,24.27,1.1,26.7,True,10,Budget
IND_0804,Kolkata,15,3,Light_Rain,Holi,10.6,16.63,2.16,35.92,True,14,Premium
IND_0805,Kolkata,4,3,Heavy_Rain,Regular,20.1,7.59,1.6500000000000001,12.52,True,15,Budget
IND_0806,Kolkata,10,2,Light_Rain,Regular,3.2,20.77,1.2,24.92,True,11,Budget
IND_0807,Pune,16,3,Light_Rain,Regular,16.5,10.23,1.32,13.5,False,8,Regular
IND_0808,Bangalore,6,2,Clear,Holi,15.6,26.62,1.8,47.92,True,9,Regular
IND_0809,Chennai,5,6,Light_Rain,Holi,11.8,18.3,2.16,39.53,True,13,Regular
IND_0810,Chennai,15,1,Heavy_Rain,Regular,10.7,16.0,1.6500000000000001,26.4,True,18,Regular
IND_0811,Ahmedabad,0,7,Hot,Regular,21.6,16.87,2.0,33.74,True,10,Regular
IND_0812,Chennai,12,4,Heavy_Rain,Regular,8.5,17.56,1.6500000000000001,28.97,False,14,Budget
IND_0813,Hyderabad,0,1,Humid,Regular,18.7,16.35,2.0,32.7,True,17,Budget
IND_0814,Delhi,13,1,Clear,Regular,23.4,15.73,1.1,17.3,True,12,Regular
IND_0815,Kolkata,16,6,Hot,Regular,17.8,17.45,1.1,19.2,True,11,Budget
IND_0816,Mumbai,11,6,Dusty,Regular,2.6,34.97,1.0,34.97,True,9,Regular
IND_0817,Chennai,7,5,Humid,Regular,21.4,8.21,1.0,8.21,True,12,Budget
IND_0818,Delhi,16,2,Hot,Holi,21.1,17.82,1.8,32.08,True,12,Premium
IND_0819,Pune,23,7,Clear,Diwali,16.6,23.76,3.5,83.16,True,17,Budget
IND_0820,Chennai,0,2,Hot,Diwali,4.2,21.15,3.5,74.02,True,20,Regular
IND_0821,Bangalore,5,3,Light_Rain,Regular,5.1,19.73,1.2,23.68,True,12,Budget
IND_0822,Mumbai,23,2,Light_Rain,Eid,24.6,41.15,3.5,144.03,True,20,Premium
IND_0823,Chennai,2,4,Clear,Eid,3.5,8.5,1.8,15.3,False,14,Budget
IND_0824,Mumbai,21,5,Clear,Diwali,6.9,38.75,2.7,104.62,True,20,Regular
IND_0825,Ahmedabad,15,7,Heavy_Rain,Regular,11.9,11.82,1.5,17.73,True,19,Premium
IND_0826,Pune,19,1,Heavy_Rain,Regular,9.6,10.9,2.25,24.53,True,20,Regular
IND_0827,Bangalore,0,5,Clear,Regular,14.2,29.02,1.5,43.53,True,12,Regular
IND_0828,Ahmedabad,16,4,Dusty,Holi,2.1,15.29,1.8,27.52,False,11,Budget
IND_0829,Kolkata,21,4,Light_Rain,Regular,13.1,18.09,1.44,26.05,True,14,Premium
IND_0830,Delhi,23,4,Heavy_Rain,Regular,6.5,15.29,3.5,53.52,True,26,Regular
IND_0831,Mumbai,4,4,Clear,Eid,21.1,44.89,1.9800000000000002,88.88,True,12,Budget
