ride_id,city,hour,day_of_week,weather,special_event,distance_km,base_fare,driver_supply,customer_segment,surge_multiplier,final_fare,ride_completed,wait_time_mins
IND_00525,Pune,16,5,Dusty,Holi,2.6,17.15,31,Budget,2.06,91.86,0,21
IND_00526,Kolkata,11,4,Dusty,Eid,2.9,21.25,21,Budget,1.72,106.0,1,18
IND_00527,Hyderabad,16,1,Hot,Regular,1.0,11.85,17,Budget,1.27,15.05,1,17
IND_00528,Chennai,18,2,Heavy_Rain,Holi,1.7,10.84,10,Premium,2.08,38.33,1,25
IND_00529,Kolkata,22,7,Heavy_Rain,Holi,5.8,13.5,41,Premium,1.87,146.42,1,18
IND_00530,Hyderabad,9,6,Hot,Regular,1.0,10.8,41,Budget,1.38,14.9,1,15
IND_00531,Bangalore,14,6,Heavy_Rain,Eid,2.4,14.22,18,Regular,2.27,77.47,1,22
IND_00532,Mumbai,9,3,Dusty,Eid,1.4,26.26,53,Regular,1.65,60.66,1,16
IND_00533,Delhi,21,6,Heavy_Rain,Diwali,1.8,27.03,33,Regular,1.63,79.31,1,18
IND_00534,Delhi,13,6,Dusty,Eid,2.6,24.59,36,Budget,1.95,124.67,0,20
IND_00535,Pune,6,4,Dusty,Eid,4.4,21.57,74,Regular,1.69,160.39,1,11
IND_00536,Delhi,20,5,Heavy_Rain,Holi,2.2,23.77,22,Budget,1.75,91.51,0,19
IND_00537,Hyderabad,13,3,Heavy_Rain,Holi,3.7,21.23,25,Regular,1.6,125.68,1,19
IND_00538,Ahmedabad,12,1,Humid,Regular,26.2,18.83,21,Budget,1.19,587.08,0,16
IND_00539,Delhi,13,5,Dusty,Diwali,3.8,32.86,32,Premium,2.4,299.68,1,23
IND_00540,Delhi,18,3,Heavy_Rain,Holi,1.5,32.81,10,Premium,1.76,86.62,1,23
IND_00541,Mumbai,16,2,Heavy_Rain,Diwali,3.7,17.99,25,Premium,2.34,155.76,1,23
IND_00542,Kolkata,16,2,Heavy_Rain,Diwali,1.7,13.39,15,Premium,2.49,56.68,0,23
IND_00543,Bangalore,15,6,Light_Rain,Regular,1.0,23.27,24,Budget,1.42,33.04,1,19
IND_00544,Chennai,9,3,Heavy_Rain,Holi,4.7,22.93,39,Regular,1.85,199.38,1,17
IND_00545,Pune,21,1,Dusty,Holi,1.6,27.28,35,Regular,1.6,69.84,1,18
IND_00546,Bangalore,14,4,Heavy_Rain,Diwali,2.6,12.26,33,Budget,1.73,55.15,0,19
IND_00547,Ahmedabad,7,3,Dusty,Holi,1.8,9.36,58,Regular,1.66,27.97,1,13
IND_00548,Ahmedabad,8,7,Dusty,Holi,6.1,8.47,46,Budget,1.74,89.9,1,16
IND_00549,Mumbai,20,6,Heavy_Rain,Eid,4.6,36.14,35,Premium,2.77,460.5,1,24
IND_00550,Delhi,21,6,Heavy_Rain,Holi,1.3,21.96,40,Budget,1.71,48.82,0,18
IND_00551,Mumbai,18,4,Heavy_Rain,Eid,2.2,15.35,10,Regular,2.12,71.59,1,25
IND_00552,Delhi,16,5,Dusty,Diwali,3.3,29.28,22,Budget,1.71,165.23,0,19
IND_00553,Hyderabad,22,5,Dusty,Holi,1.8,17.36,28,Regular,1.65,51.56,1,17
IND_00554,Ahmedabad,20,2,Dusty,Holi,2.5,8.14,34,Budget,1.76,35.82,1,19
IND_00555,Mumbai,21,4,Dusty,Diwali,1.0,18.08,20,Regular,1.71,30.92,1,18
IND_00556,Chennai,12,7,Heavy_Rain,Eid,2.1,23.13,31,Regular,1.67,81.12,1,18
IND_00557,Mumbai,17,6,Dusty,Holi,2.3,39.5,20,Regular,2.09,189.88,1,23
IND_00558,Kolkata,18,5,Heavy_Rain,Diwali,3.9,17.74,10,Regular,1.91,132.15,0,24
IND_00559,Kolkata,13,7,Dusty,Eid,2.8,19.45,19,Regular,2.32,126.35,0,22
IND_00560,Bangalore,2,5,Humid,Regular,1.2,19.85,94,Budget,1.13,26.92,1,7
IND_00561,Delhi,12,6,Dusty,Diwali,1.3,33.39,27,Budget,2.01,87.25,1,20
IND_00562,Delhi,9,3,Heavy_Rain,Eid,27.0,29.41,52,Regular,1.91,1516.67,1,17
IND_00563,Ahmedabad,0,2,Heavy_Rain,Holi,3.9,12.95,59,Budget,1.82,91.92,1,13
IND_00564,Pune,19,6,Dusty,Eid,1.6,24.94,18,Regular,1.86,74.22,1,20
IND_00565,Bangalore,9,4,Heavy_Rain,Diwali,1.0,24.61,53,Budget,1.55,38.15,1,16
IND_00566,Kolkata,12,2,Dusty,Holi,6.2,14.56,28,Premium,2.38,214.85,1,22
IND_00567,Kolkata,14,1,Dusty,Diwali,2.7,21.56,34,Budget,2.02,117.59,1,21
IND_00568,Chennai,18,5,Dusty,Eid,1.2,22.33,10,Regular,1.9,50.91,1,24
IND_00569,Hyderabad,13,4,Dusty,Eid,16.0,11.57,20,Budget,1.9,351.73,1,20
IND_00570,Bangalore,13,1,Dusty,Eid,12.6,20.08,27,Budget,1.69,427.58,1,19
IND_00571,Pune,11,2,Dusty,Holi,10.1,21.81,37,Regular,1.9,418.53,1,19
IND_00572,Pune,10,6,Heavy_Rain,Diwali,2.1,11.76,35,Budget,1.54,38.03,1,16
IND_00573,Chennai,0,3,Heavy_Rain,Eid,28.5,10.49,64,Regular,2.24,669.68,1,15
IND_00574,Mumbai,17,6,Dusty,Diwali,1.0,25.76,18,Regular,2.66,68.52,1,26
IND_00575,Pune,15,7,Dusty,Eid,10.8,13.51,22,Regular,1.8,262.63,1,20
IND_00576,Kolkata,19,1,Heavy_Rain,Diwali,12.1,21.49,19,Regular,1.76,457.65,1,20
IND_00577,Ahmedabad,14,5,Dusty,Eid,1.6,17.79,34,Regular,2.02,57.5,1,21
IND_00578,Hyderabad,19,6,Heavy_Rain,Eid,2.5,13.0,18,Budget,1.64,53.3,1,19
IND_00579,Delhi,20,5,Dusty,Holi,5.9,20.68,23,Regular,2.12,258.67,1,21
IND_00580,Chennai,12,4,Dusty,Eid,1.0,8.1,22,Premium,1.7,13.77,1,18
IND_00581,Kolkata,8,3,Dusty,Holi,1.4,15.95,55,Regular,1.79,39.97,1,16
IND_00582,Kolkata,8,3,Heavy_Rain,Eid,4.3,14.88,54,Budget,1.86,119.01,0,16
IND_00583,Pune,7,2,Heavy_Rain,Diwali,4.0,10.75,64,Regular,1.95,83.85,1,15
IND_00584,Hyderabad,2,6,Dusty,Eid,15.0,24.16,95,Regular,1.92,695.81,0,11
IND_00585,Kolkata,17,1,Clear,Regular,1.0,13.69,11,Premium,1.12,15.33,1,18
IND_00586,Delhi,0,7,Dusty,Diwali,2.1,20.88,69,Premium,1.55,67.96,1,12
IND_00587,Ahmedabad,9,4,Dusty,Eid,3.1,13.33,50,Budget,2.47,102.07,0,20
IND_00588,Delhi,20,7,Heavy_Rain,Eid,2.4,15.85,39,Budget,1.91,72.66,1,20
IND_00589,Pune,23,4,Heavy_Rain,Eid,12.2,24.88,57,Regular,2.25,682.96,1,18
IND_00590,Delhi,20,3,Heavy_Rain,Diwali,3.7,29.18,29,Budget,2.13,229.97,0,21
IND_00591,Delhi,13,3,Dusty,Eid,4.1,13.25,23,Budget,2.17,117.89,1,21
IND_00592,Pune,23,7,Dusty,Holi,1.8,16.37,56,Budget,1.65,48.62,1,15
IND_00593,Mumbai,17,2,Heavy_Rain,Eid,3.5,34.24,10,Regular,2.49,298.4,1,25
IND_00594,Delhi,20,3,Dusty,Eid,4.5,18.67,33,Budget,2.14,179.79,0,21
IND_00595,Mumbai,19,2,Light_Rain,Regular,1.1,29.22,25,Budget,1.48,47.57,1,18
IND_00596,Chennai,11,4,Heavy_Rain,Holi,1.0,24.32,41,Regular,3.39,82.44,1,27
IND_00597,Mumbai,13,5,Heavy_Rain,Diwali,3.8,31.61,34,Budget,2.67,320.72,1,24
IND_00598,Delhi,12,3,Dusty,Diwali,14.5,19.01,41,Budget,1.68,463.08,1,18
IND_00599,Bangalore,16,2,Heavy_Rain,Eid,4.8,13.22,20,Regular,2.13,135.16,1,21
IND_00600,Mumbai,9,6,Dusty,Eid,23.0,40.54,43,Regular,1.72,1603.76,1,16
IND_00601,Chennai,1,1,Dusty,Holi,9.9,9.67,87,Budget,1.85,177.11,0,12
IND_00602,Chennai,16,7,Heavy_Rain,Holi,3.7,18.53,24,Budget,1.96,134.38,1,21
IND_00603,Chennai,0,7,Heavy_Rain,Eid,7.4,19.79,68,Regular,2.13,311.93,1,15
IND_00604,Bangalore,12,6,Heavy_Rain,Diwali,4.8,10.1,41,Regular,2.3,111.5,1,21
IND_00605,Kolkata,8,7,Dusty,Holi,1.7,9.01,49,Budget,1.53,23.44,1,15
IND_00606,Ahmedabad,10,6,Light_Rain,Regular,1.4,14.17,32,Regular,1.5,29.76,1,16
IND_00607,Bangalore,22,3,Heavy_Rain,Holi,6.8,27.83,46,Regular,1.98,374.7,1,19
IND_00608,Delhi,19,3,Heavy_Rain,Eid,6.9,32.52,31,Regular,1.89,424.09,1,20
IND_00609,Mumbai,22,4,Hot,Regular,2.2,31.55,30,Regular,1.38,95.79,1,16
IND_00610,Hyderabad,12,5,Dusty,Diwali,1.3,23.15,37,Budget,2.02,60.79,0,20
IND_00611,Kolkata,18,2,Heavy_Rain,Eid,3.9,14.53,10,Regular,1.72,97.47,1,23
IND_00612,Bangalore,21,4,Heavy_Rain,Eid,10.9,13.58,31,Regular,2.12,313.81,0,21
IND_00613,Ahmedabad,6,3,Dusty,Holi,2.3,10.01,76,Budget,1.59,36.61,1,10
IND_00614,Kolkata,18,2,Hot,Regular,1.1,12.82,10,Premium,1.32,18.61,1,21
IND_00615,Kolkata,9,4,Dusty,Eid,2.3,8.55,51,Budget,2.41,47.39,1,20
IND_00616,Pune,15,3,Dusty,Eid,2.4,21.42,12,Regular,1.67,85.85,1,20
IND_00617,Pune,10,2,Heavy_Rain,Eid,3.7,27.48,41,Budget,1.78,180.98,0,17
IND_00618,Ahmedabad,17,6,Heavy_Rain,Eid,4.6,18.53,15,Premium,2.21,188.38,1,24
IND_00619,Delhi,11,3,Dusty,Diwali,1.7,23.83,26,Budget,1.98,80.21,0,20
IND_00620,Delhi,17,4,Hot,Regular,1.0,27.21,10,Regular,1.49,40.54,1,20
IND_00621,Ahmedabad,15,1,Heavy_Rain,Eid,3.2,13.23,10,Regular,1.93,81.71,1,21
IND_00622,Bangalore,15,2,Heavy_Rain,Diwali,1.6,21.47,11,Regular,2.42,83.13,1,24
IND_00623,Bangalore,23,4,Dusty,Diwali,29.5,11.12,56,Regular,1.76,577.35,1,15
IND_00624,Mumbai,10,3,Dusty,Diwali,4.9,41.36,49,Budget,2.57,520.85,1,21
IND_00625,Ahmedabad,15,3,Hot,Regular,1.0,9.22,28,Regular,1.45,13.37,1,19
IND_00626,Bangalore,16,2,Dusty,Diwali,1.5,22.46,24,Regular,2.35,79.17,1,23
IND_00627,Delhi,2,1,Hot,Regular,1.0,17.29,75,Budget,1.2,20.75,1,8
IND_00628,Pune,18,5,Heavy_Rain,Diwali,6.3,24.7,10,Budget,1.83,284.77,1,24
IND_00629,Delhi,13,4,Heavy_Rain,Eid,1.9,14.14,16,Regular,1.75,47.02,1,19
IND_00630,Pune,10,2,Dusty,Diwali,8.3,18.92,43,Regular,1.8,282.66,1,17
IND_00631,Ahmedabad,1,7,Dusty,Holi,3.8,17.26,85,Regular,1.75,114.78,1,12
IND_00632,Bangalore,21,7,Heavy_Rain,Diwali,18.4,15.09,37,Budget,1.93,535.88,0,20
IND_00633,Hyderabad,18,3,Heavy_Rain,Eid,2.5,8.09,10,Regular,2.1,42.47,0,25
IND_00634,Hyderabad,18,2,Dusty,Holi,1.3,19.69,10,Budget,1.72,44.03,0,23
IND_00635,Chennai,23,5,Hot,Regular,1.0,12.44,63,Regular,1.4,17.42,1,13
IND_00636,Pune,13,6,Dusty,Eid,3.8,23.34,31,Regular,1.76,156.1,1,19
IND_00637,Ahmedabad,2,6,Dusty,Eid,1.3,10.3,87,Budget,3.09,41.38,1,17
IND_00638,Delhi,11,5,Dusty,Eid,1.9,29.2,24,Premium,1.75,97.09,1,19
IND_00639,Pune,18,2,Heavy_Rain,Diwali,1.9,23.94,10,Budget,3.5,159.2,0,32
IND_00640,Delhi,10,1,Dusty,Eid,31.8,30.93,32,Budget,2.77,2724.5,0,22
IND_00641,Kolkata,18,3,Heavy_Rain,Eid,7.0,8.2,10,Budget,2.12,121.69,1,25
IND_00642,Chennai,18,3,Heavy_Rain,Diwali,3.5,20.1,10,Regular,2.51,176.58,0,27
IND_00643,Chennai,19,7,Heavy_Rain,Eid,3.0,11.31,14,Budget,2.12,71.93,0,22
IND_00644,Mumbai,22,5,Heavy_Rain,Holi,2.7,44.27,37,Regular,1.89,225.91,1,19
IND_00645,Pune,13,7,Heavy_Rain,Eid,8.4,20.14,18,Regular,2.04,345.12,1,21
IND_00646,Kolkata,21,7,Dusty,Diwali,1.8,12.21,26,Regular,1.66,36.48,1,18
IND_00647,Pune,21,5,Dusty,Diwali,1.5,19.92,23,Budget,1.62,48.41,1,18
IND_00648,Chennai,16,7,Heavy_Rain,Eid,16.1,13.78,31,Premium,1.96,434.84,1,21
IND_00649,Chennai,10,1,Dusty,Eid,2.1,19.8,37,Budget,1.78,74.01,1,17
IND_00650,Ahmedabad,8,1,Light_Rain,Regular,1.9,15.86,46,Budget,1.33,40.08,1,14
IND_00651,Hyderabad,19,1,Heavy_Rain,Holi,2.1,19.51,24,Budget,2.04,83.58,1,21
IND_00652,Mumbai,11,5,Hot,Regular,1.4,36.02,23,Budget,1.38,69.59,1,17
IND_00653,Kolkata,8,6,Heavy_Rain,Holi,20.0,8.14,44,Budget,1.84,299.55,1,16
IND_00654,Chennai,23,7,Light_Rain,Regular,2.1,11.11,50,Budget,1.42,33.13,1,13
IND_00655,Hyderabad,14,2,Heavy_Rain,Diwali,18.6,22.84,22,Budget,2.04,866.64,1,21
IND_00656,Kolkata,11,3,Light_Rain,Regular,1.0,9.34,23,Budget,1.39,12.98,1,17
IND_00657,Ahmedabad,8,7,Light_Rain,Regular,2.1,14.98,49,Regular,1.41,44.36,1,14
IND_00658,Ahmedabad,22,5,Dusty,Holi,4.5,18.68,42,Budget,1.81,152.15,0,18
IND_00659,Hyderabad,12,4,Heavy_Rain,Diwali,8.0,20.75,34,Regular,1.95,323.7,1,20
IND_00660,Mumbai,11,1,Dusty,Eid,3.3,30.07,35,Regular,2.41,239.15,1,22
IND_00661,Ahmedabad,17,4,Heavy_Rain,Diwali,1.6,11.1,13,Regular,1.72,30.55,1,21
IND_00662,Kolkata,13,4,Dusty,Diwali,1.3,12.42,23,Regular,1.72,27.77,1,19
IND_00663,Kolkata,16,5,Hot,Regular,1.0,12.49,27,Budget,1.36,16.99,1,18
IND_00664,Kolkata,7,5,Dusty,Holi,3.9,12.48,72,Budget,1.63,79.34,0,13
IND_00665,Hyderabad,11,1,Dusty,Diwali,2.8,21.84,33,Regular,1.53,93.56,1,17
IND_00666,Bangalore,20,5,Heavy_Rain,Diwali,2.4,19.46,23,Budget,1.79,83.6,1,19
IND_00667,Kolkata,18,3,Dusty,Holi,4.4,18.78,10,Regular,1.76,145.43,0,23
IND_00668,Delhi,22,1,Heavy_Rain,Diwali,18.2,27.88,41,Regular,1.81,918.42,1,18
IND_00669,Delhi,17,5,Dusty,Holi,3.6,22.35,18,Budget,2.09,168.16,1,23
IND_00670,Chennai,18,3,Dusty,Diwali,1.5,13.85,10,Budget,1.61,33.45,0,23
IND_00671,Bangalore,13,1,Dusty,Holi,2.1,29.59,32,Budget,1.91,118.69,0,20
IND_00672,Ahmedabad,10,5,Dusty,Eid,1.6,18.57,50,Budget,2.43,72.2,1,21
IND_00673,Bangalore,22,6,Dusty,Holi,9.8,22.81,44,Regular,2.41,538.73,1,21
IND_00674,Delhi,16,1,Dusty,Diwali,1.9,13.82,34,Budget,1.87,49.1,0,20
IND_00675,Chennai,1,6,Dusty,Holi,1.0,18.29,78,Premium,2.89,52.86,1,17
IND_00676,Ahmedabad,13,4,Heavy_Rain,Diwali,3.8,12.38,23,Budget,2.11,99.26,1,21
IND_00677,Delhi,14,2,Dusty,Diwali,13.4,16.84,30,Budget,1.72,388.13,1,19
IND_00678,Mumbai,19,2,Clear,Regular,1.0,38.13,32,Budget,1.0,38.13,1,16
IND_00679,Pune,16,5,Heavy_Rain,Eid,3.9,14.88,34,Budget,2.45,142.18,0,23
IND_00680,Bangalore,17,3,Dusty,Holi,2.7,10.57,15,Premium,2.23,63.64,1,24
IND_00681,Chennai,17,4,Light_Rain,Regular,2.3,17.33,18,Premium,1.48,58.99,1,20
IND_00682,Ahmedabad,6,2,Dusty,Eid,2.3,15.2,87,Regular,1.7,59.43,1,11
IND_00683,Kolkata,11,4,Heavy_Rain,Diwali,1.0,14.22,32,Budget,2.21,31.43,0,21
IND_00684,Bangalore,2,4,Heavy_Rain,Eid,8.6,16.07,79,Regular,1.75,241.85,1,10
IND_00685,Ahmedabad,7,2,Dusty,Holi,1.0,13.96,67,Budget,2.48,34.62,1,17
IND_00686,Hyderabad,15,4,Hot,Regular,1.9,21.55,27,Budget,1.47,60.19,1,19
IND_00687,Hyderabad,23,6,Dusty,Holi,1.9,10.78,46,Budget,1.74,35.64,0,15
IND_00688,Hyderabad,19,6,Dusty,Holi,3.2,16.78,30,Regular,2.36,126.72,1,23
IND_00689,Pune,11,6,Heavy_Rain,Diwali,15.1,12.57,24,Budget,1.87,354.94,1,19
IND_00690,Ahmedabad,8,1,Dusty,Diwali,1.0,10.54,42,Budget,2.06,21.71,0,17
IND_00691,Mumbai,6,1,Heavy_Rain,Holi,4.9,20.58,84,Budget,1.73,174.46,1,11
IND_00692,Hyderabad,18,7,Heavy_Rain,Holi,19.5,9.53,10,Budget,1.85,343.79,0,24
IND_00693,Ahmedabad,11,5,Dusty,Eid,1.9,19.97,31,Regular,2.11,80.06,1,20
IND_00694,Bangalore,21,7,Dusty,Diwali,1.4,11.12,25,Regular,1.67,26.0,1,18
IND_00695,Chennai,16,4,Heavy_Rain,Diwali,3.1,21.89,21,Premium,2.27,154.04,1,22
IND_00696,Ahmedabad,15,3,Heavy_Rain,Diwali,2.1,10.21,13,Budget,2.54,54.46,1,24
IND_00697,Hyderabad,12,2,Dusty,Holi,1.1,16.04,22,Budget,2.11,37.23,1,20
IND_00698,Delhi,18,1,Dusty,Diwali,1.8,17.83,10,Budget,1.89,60.66,1,24
IND_00699,Hyderabad,21,6,Light_Rain,Regular,1.3,24.55,30,Regular,1.4,44.68,0,17
IND_00700,Chennai,14,3,Dusty,Diwali,2.1,17.94,16,Budget,2.15,81.0,1,21
IND_00701,Ahmedabad,19,4,Heavy_Rain,Holi,4.9,15.95,20,Regular,1.88,146.93,1,20
IND_00702,Delhi,21,3,Dusty,Eid,5.8,27.78,31,Budget,1.74,280.36,1,19
IND_00703,Delhi,12,3,Light_Rain,Regular,2.1,14.89,38,Budget,1.4,43.78,1,17
IND_00704,Kolkata,19,4,Dusty,Eid,6.1,19.08,25,Budget,1.81,210.66,0,20
IND_00705,Bangalore,14,1,Heavy_Rain,Holi,1.7,15.01,32,Regular,1.69,43.12,1,19
IND_00706,Ahmedabad,11,2,Heavy_Rain,Eid,1.0,9.47,35,Budget,2.21,20.93,0,21
IND_00707,Bangalore,17,1,Heavy_Rain,Holi,18.5,11.38,10,Budget,1.7,357.9,1,21
IND_00708,Ahmedabad,23,7,Dusty,Eid,21.4,7.01,44,Budget,1.78,267.02,1,15
IND_00709,Kolkata,14,4,Heavy_Rain,Holi,1.4,18.64,32,Regular,1.94,50.63,1,20
IND_00710,Hyderabad,19,7,Dusty,Eid,8.9,16.91,22,Budget,1.95,293.47,0,21
IND_00711,Kolkata,17,7,Heavy_Rain,Diwali,13.7,8.66,10,Regular,1.72,204.06,1,21
IND_00712,Mumbai,3,2,Dusty,Diwali,10.9,21.06,96,Budget,1.79,410.9,1,10
IND_00713,Pune,19,6,Hot,Regular,5.6,21.5,20,Budget,1.42,170.97,1,18
IND_00714,Delhi,13,1,Heavy_Rain,Eid,2.2,12.3,18,Budget,1.86,50.33,0,20
IND_00715,Mumbai,11,6,Dusty,Holi,4.9,25.83,22,Regular,1.94,245.54,1,19
IND_00716,Chennai,18,1,Heavy_Rain,Holi,1.5,16.99,10,Budget,1.62,41.29,1,23
IND_00717,Delhi,14,6,Light_Rain,Regular,2.6,14.33,21,Regular,1.5,55.89,1,18
IND_00718,Hyderabad,2,7,Heavy_Rain,Eid,13.7,17.69,88,Regular,1.81,438.66,1,11
IND_00719,Kolkata,11,3,Dusty,Diwali,5.6,17.12,26,Budget,2.26,216.67,1,21
IND_00720,Kolkata,13,5,Dusty,Holi,31.9,16.86,33,Premium,2.24,1204.75,1,22
IND_00721,Kolkata,2,1,Dusty,Eid,8.0,19.67,85,Budget,2.24,352.49,1,13
IND_00722,Hyderabad,22,2,Dusty,Holi,5.0,14.38,40,Premium,1.93,138.77,1,19
IND_00723,Mumbai,11,3,Dusty,Eid,3.1,36.79,25,Budget,1.88,214.41,1,19
IND_00724,Chennai,20,3,Heavy_Rain,Diwali,2.7,8.11,19,Premium,1.56,34.16,1,18
IND_00725,Chennai,10,2,Heavy_Rain,Diwali,1.0,23.62,41,Budget,1.53,36.14,0,16
IND_00726,Chennai,10,3,Heavy_Rain,Diwali,30.1,14.24,39,Budget,1.9,814.39,0,18
IND_00727,Pune,13,1,Heavy_Rain,Eid,1.3,19.81,26,Budget,1.57,40.43,1,18
IND_00728,Bangalore,20,2,Heavy_Rain,Eid,8.0,19.77,20,Regular,2.01,317.9,1,20
IND_00729,Pune,19,6,Heavy_Rain,Holi,6.0,10.49,26,Budget,2.02,127.14,0,21
IND_00730,Delhi,15,3,Heavy_Rain,Eid,1.3,32.01,29,Regular,1.88,78.23,1,21
IND_00731,Pune,13,6,Light_Rain,Regular,1.1,10.03,34,Budget,1.5,16.55,1,18
IND_00732,Hyderabad,0,4,Dusty,Holi,3.5,10.6,76,Regular,1.73,64.18,1,13
IND_00733,Hyderabad,10,1,Dusty,Diwali,3.8,15.34,32,Budget,3.31,192.95,0,25
IND_00734,Mumbai,7,4,Dusty,Diwali,7.3,31.44,67,Budget,1.87,429.19,1,14
IND_00735,Bangalore,15,6,Dusty,Eid,4.7,25.24,22,Budget,2.65,314.36,1,25
IND_00736,Hyderabad,23,7,Heavy_Rain,Diwali,1.0,17.54,57,Budget,2.95,51.74,0,21
IND_00737,Delhi,13,3,Dusty,Holi,27.7,14.59,22,Budget,1.87,755.75,0,20
IND_00738,Mumbai,19,1,Light_Rain,Regular,1.0,38.09,32,Premium,1.27,48.37,1,17
IND_00739,Ahmedabad,12,3,Dusty,Diwali,1.0,15.1,28,Premium,3.5,52.85,1,27
IND_00740,Kolkata,0,4,Heavy_Rain,Diwali,8.3,9.34,65,Regular,1.91,148.07,1,14
IND_00741,Bangalore,13,2,Dusty,Diwali,1.4,27.38,19,Budget,2.1,80.5,0,21
IND_00742,Ahmedabad,20,5,Heavy_Rain,Eid,5.7,7.3,25,Regular,2.18,90.71,1,21
IND_00743,Chennai,14,4,Heavy_Rain,Eid,53.9,17.33,15,Regular,2.24,2092.35,1,22
IND_00744,Mumbai,11,5,Heavy_Rain,Holi,3.5,22.66,40,Budget,1.92,152.28,0,19
IND_00745,Ahmedabad,17,7,Heavy_Rain,Diwali,6.2,15.51,10,Budget,3.02,290.41,1,28
IND_00746,Kolkata,11,2,Heavy_Rain,Holi,1.8,19.96,41,Premium,1.79,64.31,1,19
IND_00747,Pune,21,4,Heavy_Rain,Holi,2.8,18.66,39,Budget,2.09,109.2,1,20
IND_00748,Bangalore,21,3,Dusty,Eid,5.9,13.98,20,Premium,1.84,151.77,0,19
IND_00749,Chennai,21,4,Dusty,Eid,6.8,13.67,31,Budget,2.22,206.36,1,21
IND_00750,Kolkata,14,6,Heavy_Rain,Eid,1.0,16.38,16,Budget,3.5,57.33,1,28
IND_00751,Pune,16,4,Heavy_Rain,Eid,4.8,25.92,21,Premium,2.12,263.76,1,21
IND_00752,Pune,8,3,Heavy_Rain,Eid,2.9,21.48,57,Budget,1.5,93.44,1,15
IND_00753,Hyderabad,21,2,Heavy_Rain,Holi,1.8,15.09,39,Premium,1.53,41.56,1,18
IND_00754,Bangalore,21,5,Heavy_Rain,Eid,7.1,14.14,26,Regular,2.32,232.91,1,22
IND_00755,Chennai,21,3,Heavy_Rain,Holi,2.2,19.71,24,Premium,1.61,69.81,1,18
IND_00756,Bangalore,12,7,Heavy_Rain,Diwali,1.9,16.35,25,Budget,1.98,61.51,1,20
IND_00757,Kolkata,10,4,Hot,Regular,1.1,20.2,39,Premium,1.47,32.66,1,16
IND_00758,Chennai,22,2,Heavy_Rain,Diwali,2.9,10.58,26,Budget,1.74,53.39,1,18
IND_00759,Chennai,16,6,Heavy_Rain,Eid,14.2,18.3,14,Budget,1.78,462.55,0,20
IND_00760,Ahmedabad,14,2,Dusty,Eid,2.0,8.74,20,Regular,1.55,27.09,1,18
IND_00761,Ahmedabad,18,2,Heavy_Rain,Diwali,2.8,13.16,10,Budget,1.83,67.43,1,24
IND_00762,Mumbai,16,6,Dusty,Diwali,1.5,42.76,20,Regular,2.18,139.83,1,22
IND_00763,Delhi,20,2,Dusty,Eid,5.1,16.07,29,Budget,1.8,147.52,1,19
IND_00764,Hyderabad,20,2,Light_Rain,Regular,1.2,15.27,31,Regular,1.44,26.39,1,17
IND_00765,Pune,23,1,Heavy_Rain,Eid,3.1,20.62,58,Budget,1.65,105.47,1,15
IND_00766,Mumbai,22,3,Heavy_Rain,Eid,5.7,41.33,27,Regular,1.75,412.27,1,18
IND_00767,Mumbai,11,6,Dusty,Holi,1.6,20.7,30,Premium,1.86,61.6,1,19
IND_00768,Pune,11,2,Heavy_Rain,Eid,10.1,14.59,25,Regular,1.95,287.35,1,20
IND_00769,Ahmedabad,18,3,Heavy_Rain,Diwali,3.9,8.18,10,Regular,1.64,52.32,1,23
IND_00770,Pune,19,2,Heavy_Rain,Diwali,3.4,15.15,19,Budget,1.97,101.47,1,21
IND_00771,Delhi,7,3,Heavy_Rain,Eid,7.9,17.75,56,Regular,2.08,291.67,1,15
IND_00772,Ahmedabad,16,2,Heavy_Rain,Eid,4.6,15.24,30,Regular,3.43,240.46,1,28
IND_00773,Bangalore,22,2,Dusty,Diwali,6.4,17.57,36,Regular,1.88,211.4,1,18
IND_00774,Bangalore,15,7,Heavy_Rain,Diwali,12.4,13.24,11,Regular,1.99,326.71,1,21
IND_00775,Chennai,22,6,Dusty,Holi,2.4,20.41,29,Regular,2.02,98.95,1,19
IND_00776,Hyderabad,9,6,Dusty,Diwali,3.9,8.06,49,Budget,1.98,62.24,1,18
IND_00777,Mumbai,5,7,Hot,Regular,1.0,33.24,99,Budget,1.34,44.54,1,7
IND_00778,Ahmedabad,17,5,Heavy_Rain,Eid,7.2,12.33,10,Regular,2.42,214.84,1,25
IND_00779,Chennai,19,1,Heavy_Rain,Diwali,1.8,18.54,14,Budget,1.52,50.73,1,19
IND_00780,Mumbai,9,6,Heavy_Rain,Eid,21.7,19.36,53,Regular,1.76,739.4,1,17
IND_00781,Delhi,12,2,Dusty,Diwali,6.2,13.13,30,Budget,2.17,176.65,1,21
IND_00782,Bangalore,11,6,Dusty,Diwali,3.9,29.33,30,Budget,1.8,205.9,0,19
IND_00783,Pune,12,7,Dusty,Eid,3.9,24.59,36,Budget,1.8,172.62,0,19
IND_00784,Chennai,10,3,Dusty,Eid,3.3,13.6,36,Budget,1.6,71.81,1,16
IND_00785,Delhi,16,7,Heavy_Rain,Holi,1.3,25.14,33,Regular,1.57,51.31,1,19
IND_00786,Chennai,9,4,Dusty,Holi,1.0,15.26,53,Regular,1.71,26.09,1,16
