hour,day_of_week,distance_km,base_fare,driver_supply,wait_time_mins,ride_completed,is_morning_peak,is_evening_peak,is_late_night,is_weekend,is_weekend_evening,hour_sin,hour_cos,dow_sin,dow_cos,weather_severity,is_rainy,is_heavy_rain,rain_x_peak,is_festival,festival_score,price_sensitivity,city_enc,weather_enc,special_event_enc,customer_segment_enc,surge_multiplier
21,3,5.9,13.98,20,19,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,1,1,1,1,1,1.84
21,4,6.8,13.67,31,21,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,3,2,1,1,0,2.22
14,6,1.0,16.38,16,28,1,0,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,3,5,2,1,0,3.5
16,4,4.8,25.92,21,21,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,1,7,2,1,1,2.12
8,3,2.9,21.48,57,15,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,3,7,2,1,0,1.5
21,2,1.8,15.09,39,18,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,1,4,2,2,1,1.53
21,5,7.1,14.14,26,22,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,2,1,2,1,2,2.32
21,3,2.2,19.71,24,18,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,1,2,2,2,1,1.61
12,7,1.9,16.35,25,20,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,3,1,2,0,0,1.98
10,4,1.1,20.2,39,16,1,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,2,0,0,0,0,0,1,5,3,3,1,1.47
22,2,2.9,10.58,26,18,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,3,3,2,2,0,0,1.74
16,6,14.2,18.3,14,20,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,3,2,2,1,0,1.78
14,2,2.0,8.74,20,18,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,2,0,1,1,2,1.55
18,2,2.8,13.16,10,24,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,3,3,0,2,0,0,1.83
16,6,1.5,42.76,20,22,1,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,2,6,1,0,2,2.18
20,2,5.1,16.07,29,19,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,3,1,1,0,1.8
20,2,1.2,15.27,31,17,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,4,1,0,1,0,0,2,4,5,3,2,1.44
23,1,3.1,20.62,58,15,1,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,3,7,2,1,0,1.65
22,3,5.7,41.33,27,18,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,2,6,2,1,2,1.75
11,6,1.6,20.7,30,19,1,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,1,6,1,2,1,1.86
11,2,10.1,14.59,25,20,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,7,2,1,2,1.95
18,3,3.9,8.18,10,23,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,5,1,1,1,1,3,2,0,2,0,2,1.64
19,2,3.4,15.15,19,21,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,3,3,7,2,0,0,1.97
7,3,7.9,17.75,56,15,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,2,3,2,1,2,2.08
16,2,4.6,15.24,30,28,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,0,2,1,2,3.43
22,2,6.4,17.57,36,18,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,2,1,1,0,2,1.88
15,7,12.4,13.24,11,21,1,0,0,0,1,0,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,2,1,2,0,2,1.99
22,6,2.4,20.41,29,19,1,0,0,1,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,2,2,1,2,2,2.02
9,6,3.9,8.06,49,18,1,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,3,4,1,0,0,1.98
5,7,1.0,33.24,99,7,1,0,0,0,1,0,0.9659258262890683,0.25881904510252074,-2.4492935982947064e-16,1.0,2,0,0,0,0,0,3,6,3,3,0,1.34
17,5,7.2,12.33,10,25,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,2,0,2,1,2,2.42
19,1,1.8,18.54,14,19,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,5,1,1,1,1,3,3,2,2,0,0,1.52
9,6,21.7,19.36,53,17,1,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,2,6,2,1,2,1.76
12,2,6.2,13.13,30,21,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,3,3,1,0,0,2.17
11,6,3.9,29.33,30,19,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,3,1,1,0,0,1.8
12,7,3.9,24.59,36,19,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,7,1,1,0,1.8
10,3,3.3,13.6,36,16,1,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,2,1,1,0,1.6
16,7,1.3,25.14,33,19,1,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,2,3,2,2,2,1.57
9,4,1.0,15.26,53,16,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,2,2,1,2,2,1.71
14,1,3.5,22.29,30,20,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,2,1,1,1,2,1.82
21,5,1.4,27.67,26,18,0,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,2,3,1,2,1,0,1.65
12,2,11.1,28.95,40,20,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,6,2,1,2,2.05
17,6,4.3,9.86,10,22,0,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,2,7,1,1,2,1.86
14,3,7.3,19.73,31,21,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,3,0,0,0,1,3,3,4,1,0,0,2.16
21,5,17.8,18.42,38,19,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,3,6,1,2,0,1.9
18,6,2.6,39.96,10,24,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,2,6,2,2,2,1.95
14,1,5.0,34.37,32,22,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,3,0,0,0,1,3,2,6,1,0,2,2.23
18,4,1.0,17.19,10,21,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,2,0,0,0,0,0,1,0,3,3,1,1.31
18,4,3.3,17.6,10,24,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,2,2,1,1,2,1.98
16,1,3.4,18.99,22,21,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3,0,0,0,1,3,1,5,1,0,1,1.95
16,4,1.0,21.75,26,17,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,4,1,0,0,0,0,2,5,5,3,2,1.22
2,2,6.5,31.89,76,11,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,1,3,1,1,1,1.85
16,7,2.2,23.43,23,20,0,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,3,3,2,2,0,1.74
10,6,1.0,10.98,36,15,1,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,2,0,0,0,0,0,2,2,3,3,2,1.28
17,7,1.3,13.58,11,20,1,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,0,1,1,0,1.55
22,2,14.2,21.18,42,18,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,3,2,2,2,0,2,1.71
10,7,4.2,14.1,46,17,0,1,0,0,1,0,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,5,1,1,1,1,2,3,1,2,2,0,1.8
14,4,9.5,23.85,16,19,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,3,2,2,2,0,1.62
9,1,6.3,8.38,44,18,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,1,2,1,1,1,2.03
17,3,28.4,12.7,10,22,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,2,2,1,2,2,1.83
14,5,4.0,9.95,32,22,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,3,2,2,2,0,2,2.23
21,7,9.0,28.87,22,19,0,0,1,0,1,1,-0.7071067811865477,0.7071067811865474,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,3,1,1,1,0,1.89
11,4,2.4,15.11,22,23,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,3,3,5,2,0,0,2.72
9,2,1.6,17.58,52,16,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,2,6,1,0,2,1.72
9,3,2.3,15.01,51,16,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,2,0,1,2,2,1.6
21,4,1.0,14.38,34,17,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,4,1,0,1,0,0,2,0,5,3,2,1.4
13,3,2.6,19.64,23,20,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,2,1,2,0,1.84
2,7,1.0,23.52,85,12,1,0,0,0,1,0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,3,0,0,0,1,3,2,2,1,0,2,2.01
18,4,1.0,13.8,10,21,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,4,1,0,1,0,0,3,5,5,3,0,1.37
15,5,5.1,17.99,14,22,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,2,0,1,2,2,2.03
20,2,1.6,24.53,21,19,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,2,7,2,2,2,1.88
0,7,1.4,12.21,75,13,1,0,0,1,1,0,0.0,1.0,-2.4492935982947064e-16,1.0,3,0,0,0,1,3,2,0,1,0,2,1.81
12,6,29.4,11.99,39,21,1,0,0,0,1,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,2,0,1,0,2,2.28
9,5,11.9,19.78,39,18,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,2,7,1,1,2,1.98
9,6,4.5,29.01,48,17,1,1,0,0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,2,3,1,0,2,1.81
19,6,1.0,30.91,15,28,1,0,1,0,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,2,1,3,2,2,1,3.5
8,5,2.2,15.22,42,17,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,3,3,7,2,0,0,2.0
14,2,1.4,37.71,27,22,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,2,6,2,2,2,2.23
18,5,4.4,9.54,10,25,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,2,0,1,2,2,2.09
16,7,1.5,22.64,33,25,1,0,0,0,1,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,3,0,0,0,1,3,2,7,1,0,2,2.9
17,3,1.0,25.11,18,20,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,2,0,0,0,0,0,3,7,3,3,0,1.45
16,4,2.0,36.1,14,19,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,3,1,6,1,0,1,1.68
0,2,6.5,20.88,75,15,0,0,0,1,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,7,1,2,0,2.11
19,2,2.0,19.5,24,20,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,5,1,1,1,1,2,3,1,2,1,0,1.82
0,7,7.2,15.77,78,14,0,0,0,1,1,0,0.0,1.0,-2.4492935982947064e-16,1.0,5,1,1,0,1,3,3,1,2,0,0,1.95
19,5,3.7,15.55,26,19,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,5,1,1,1,1,3,3,0,2,0,0,1.6
17,5,1.3,20.84,18,20,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,2,0,0,0,0,0,2,7,3,3,2,1.43
19,3,1.2,15.75,31,19,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,2,7,2,2,2,1.62
20,5,1.0,20.11,37,19,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,1,4,1,2,1,1.71
19,4,27.7,32.04,15,20,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,3,2,6,1,0,2,1.87
12,2,3.3,15.9,23,19,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,1,2,2,1,1,1.91
22,2,1.4,27.73,36,17,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,2,0,0,0,0,0,2,3,3,3,2,1.5
8,5,1.9,29.07,48,14,1,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,2,0,0,0,0,0,2,6,3,3,2,1.46
11,2,1.0,12.92,40,15,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0,2,2,0,3,2,1.0
15,1,1.2,9.04,11,20,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,3,2,1,1,0,1.62
21,3,2.0,21.75,24,18,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,3,2,2,2,0,1.7
12,5,4.1,12.28,21,20,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,2,1,2,1,2,1,1.94
23,3,13.1,28.2,49,17,0,0,0,1,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,5,1,1,0,1,2,3,1,2,1,0,2.15
9,3,12.3,16.24,38,18,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,5,1,1,1,1,2,1,4,2,2,1,2.03
9,4,1.0,26.75,48,15,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,3,1,1,2,0,1.53
12,5,1.0,14.22,29,17,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,2,0,0,0,0,0,3,1,3,3,0,1.42
9,3,1.6,13.21,49,16,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,3,1,2,0,1.72
18,4,1.0,14.46,10,22,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,3,4,1,2,0,1.53
18,7,1.4,23.66,10,22,1,0,1,0,1,0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,2,6,1,2,2,1.53
19,2,3.4,17.92,33,20,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,2,6,1,2,2,1.77
11,1,1.0,11.05,39,17,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,4,1,0,0,0,0,3,5,5,3,0,1.45
0,1,1.0,20.48,63,18,0,0,0,1,0,0,0.0,1.0,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,3,4,2,1,0,2.84
19,6,2.1,35.18,29,19,0,0,1,0,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,5,1,1,1,1,3,3,6,2,0,0,1.54
1,2,12.4,11.57,67,12,1,0,0,1,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,2,3,0,1,2,0,1.76
11,1,3.2,43.16,24,20,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,2,6,2,1,2,2.03
18,1,2.8,17.52,10,24,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,5,1,1,1,1,3,2,1,2,0,2,1.97
17,7,2.1,26.69,11,21,1,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-2.4492935982947064e-16,1.0,3,0,0,0,1,2,2,3,1,2,2,1.67
16,2,3.3,18.38,15,26,0,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,5,1,1,0,1,2,3,3,2,2,0,3.11
12,5,2.0,11.02,27,20,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,1,2,2,2,1,1.94
20,3,3.0,22.91,32,19,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,5,1,1,1,1,3,2,1,2,0,2,1.71
22,6,2.6,32.99,28,17,1,0,0,1,1,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,3,3,3,1,0,0,1.61
12,1,1.7,21.21,41,19,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,3,2,2,2,0,1.82
19,1,1.0,34.94,23,18,1,0,1,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,2,0,0,0,0,0,3,6,3,3,0,1.45
21,3,1.8,30.46,22,18,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,6,1,2,0,1.63
21,5,2.6,26.53,31,19,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,2,6,1,0,2,1.84
15,4,5.7,14.81,20,23,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,2,2,2,2,2,2.23
21,1,1.9,16.89,25,17,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,2,0,0,0,0,0,2,0,3,3,2,1.33
13,6,1.0,21.55,19,28,1,0,0,0,1,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,3,0,0,0,1,2,3,7,1,1,0,3.5
9,4,1.0,14.3,38,13,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,2,0,0,0,0,0,2,5,4,3,2,1.09
15,1,3.2,36.59,27,22,1,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,3,6,2,2,0,2.03
13,5,27.3,13.94,17,20,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,3,0,1,0,0,1.89
20,1,1.7,27.17,33,19,1,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,5,1,1,1,1,2,2,6,2,1,2,1.8
14,3,1.4,24.82,19,20,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,5,1,1,0,1,3,3,1,2,0,0,1.83
15,1,2.3,29.14,14,20,0,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,5,1,1,0,1,3,2,6,2,0,2,1.72
16,1,2.2,42.14,32,20,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,5,1,1,0,1,2,2,6,2,2,2,1.74
23,6,5.3,14.63,57,16,1,0,0,1,1,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,2,3,2,0,2,1.91
17,6,2.9,15.16,10,25,1,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,2,7,2,2,2,2.36
11,6,2.9,16.71,34,18,0,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,3,1,2,2,0,1.72
13,4,2.7,15.3,17,19,1,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,3,1,5,1,0,1,1.59
1,4,11.6,23.78,67,13,0,0,0,1,0,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,5,1,1,0,1,2,3,7,2,2,0,1.94
17,4,3.3,28.26,16,24,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,2,3,1,2,2,2.21
16,1,1.2,10.43,21,19,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,3,0,0,0,1,2,3,4,1,1,0,1.59
18,3,2.2,32.89,10,22,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,2,0,0,0,0,0,2,6,3,3,2,1.49
18,4,2.0,13.91,10,25,1,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,5,1,1,1,1,2,3,2,2,1,0,2.06
1,7,2.3,26.24,73,11,1,0,0,1,1,0,0.25881904510252074,0.9659258262890683,-2.4492935982947064e-16,1.0,5,1,1,0,1,2,2,3,2,2,2,1.69
17,6,2.7,9.92,16,22,1,0,0,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,2,2,4,2,1,2,1.89
9,1,1.0,23.4,43,25,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,5,1,1,1,1,3,2,1,2,0,2,3.5
14,5,1.2,13.68,16,20,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,3,0,0,0,1,3,3,2,1,0,0,1.78
12,5,3.7,13.16,23,21,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,5,1,1,0,1,2,2,1,2,2,2,2.14
18,4,1.6,14.71,10,23,0,0,1,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,3,0,0,0,1,2,3,0,1,2,0,1.72
22,3,16.4,19.5,32,17,1,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,5,1,1,0,1,3,2,3,2,0,2,1.66
9,2,12.7,9.25,38,19,1,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,3,0,0,0,1,3,1,4,1,0,1,2.17
21,3,7.4,9.31,26,20,1,0,1,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,3,0,0,0,1,3,3,0,1,0,0,1.97
11,6,3.3,11.44,22,18,1,0,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,5,1,1,0,1,3,2,2,2,0,2,1.69
18,3,2.8,31.59,10,23,0,0,1,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,3,0,0,0,1,2,3,3,1,2,0,1.75
19,7,3.4,18.26,20,24,1,0,1,0,1,1,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,5,1,1,1,1,2,1,2,2,1,1,2.56
